field,label,description,temporal,category,subcategory,identifier
12787-8,Hydromorphone Free [Mass/volume] in Serum or Plasma,Hydromorphone Free [Mass/volume] in Serum or Plasma,1,Laboratory,Hydromorphone.free|MCnc|Pt|ANYBldSerPlas,0
26718-7,Hydromorphone [Mass/mass] in Hair,Hydromorphone [Mass/mass] in Hair,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
26862-3,Hydromorphone [Mass/mass] in Meconium,Hydromorphone [Mass/mass] in Meconium,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
68541-2,Hydromorphone [Mass/mass] in Meconium by Confirmatory method,Hydromorphone [Mass/mass] in Meconium by Confirmatory method,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
72733-9,Hydromorphone [Mass/volume] in Saliva (oral fluid) by Confirmatory method,Hydromorphone [Mass/volume] in Saliva (oral fluid) by Confirmatory method,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
3683-0,Hydromorphone [Mass/volume] in Serum or Plasma,Hydromorphone [Mass/volume] in Serum or Plasma,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
86230-0,"Hydromorphone [Mass/volume] in Serum, Plasma or Blood by Confirmatory method","Hydromorphone [Mass/volume] in Serum, Plasma or Blood by Confirmatory method",1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
74380-7,Hydromorphone [Mass/volume] in Unknown substance,Hydromorphone [Mass/volume] in Unknown substance,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
9835-0,Hydromorphone [Mass/volume] in Urine,Hydromorphone [Mass/volume] in Urine,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
16998-7,Hydromorphone [Mass/volume] in Urine by Confirmatory method,Hydromorphone [Mass/volume] in Urine by Confirmatory method,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
57863-3,Hydromorphone [Moles/volume] in Unspecified specimen,Hydromorphone [Moles/volume] in Unspecified specimen,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
40369-1,Hydromorphone [Presence] in Gastric fluid,Hydromorphone [Presence] in Gastric fluid,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
57982-1,Hydromorphone [Presence] in Meconium,Hydromorphone [Presence] in Meconium,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
74645-3,Hydromorphone [Presence] in Saliva (oral fluid) by Confirmatory method,Hydromorphone [Presence] in Saliva (oral fluid) by Confirmatory method,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
3682-2,Hydromorphone [Presence] in Serum or Plasma,Hydromorphone [Presence] in Serum or Plasma,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
32081-2,Hydromorphone [Presence] in Unspecified specimen,Hydromorphone [Presence] in Unspecified specimen,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
9834-3,Hydromorphone [Presence] in Urine,Hydromorphone [Presence] in Urine,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
18473-9,Hydromorphone [Presence] in Urine by Confirmatory method,Hydromorphone [Presence] in Urine by Confirmatory method,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
19486-0,Hydromorphone [Presence] in Urine by Screen method,Hydromorphone [Presence] in Urine by Screen method,1,Laboratory,Hydromorphone|ANYProp|ANYTm|ANYSys|ANYMeth,0
60083-3,Hydroxybupropion [Mass/volume] in Blood,Hydroxybupropion [Mass/volume] in Blood,1,Laboratory,Hydroxybupropion|MCnc|Pt|ANYBldSerPlas,0
9418-5,Hydroxybupropion [Mass/volume] in Serum or Plasma,Hydroxybupropion [Mass/volume] in Serum or Plasma,1,Laboratory,Hydroxybupropion|MCnc|Pt|ANYBldSerPlas,0
49906-1,Hydroxydecanedioate/Creatinine [Molar ratio] in 24 hour Urine,Hydroxydecanedioate/Creatinine [Molar ratio] in 24 hour Urine,1,Laboratory,Hydroxydecanedioate/Creatinine|SRto|Urine,0
25108-2,Hydroxydecanedioate/Creatinine [Molar ratio] in Urine,Hydroxydecanedioate/Creatinine [Molar ratio] in Urine,1,Laboratory,Hydroxydecanedioate/Creatinine|SRto|Urine,0
59682-5,Hydroxyethylflurazepam [Mass/volume] in Blood,Hydroxyethylflurazepam [Mass/volume] in Blood,1,Laboratory,Hydroxyethylflurazepam|MCnc|Pt|ANYBldSerPlas,0
32648-8,Hydroxyethylflurazepam [Mass/volume] in Serum or Plasma,Hydroxyethylflurazepam [Mass/volume] in Serum or Plasma,1,Laboratory,Hydroxyethylflurazepam|MCnc|Pt|ANYBldSerPlas,0
56684-4,Hydroxylysine/Creatinine [Ratio] in 24 hour Urine,Hydroxylysine/Creatinine [Ratio] in 24 hour Urine,1,Laboratory,Hydroxylysine/Creatinine|Ratio|Urine,0
30050-9,Hydroxylysine/Creatinine [Ratio] in Urine,Hydroxylysine/Creatinine [Ratio] in Urine,1,Laboratory,Hydroxylysine/Creatinine|Ratio|Urine,0
25933-3,Hydroxylysine/Creatinine [Molar ratio] in 24 hour Urine,Hydroxylysine/Creatinine [Molar ratio] in 24 hour Urine,1,Laboratory,Hydroxylysine/Creatinine|SRto|Urine,0
25109-0,Hydroxylysine/Creatinine [Molar ratio] in Urine,Hydroxylysine/Creatinine [Molar ratio] in Urine,1,Laboratory,Hydroxylysine/Creatinine|SRto|Urine,0
25932-5,Hydroxylysine [Moles/volume] in 24 hour Urine,Hydroxylysine [Moles/volume] in 24 hour Urine,1,Laboratory,Hydroxylysine|SCnc|Urine,0
27291-4,Hydroxylysine [Moles/volume] in Urine,Hydroxylysine [Moles/volume] in Urine,1,Laboratory,Hydroxylysine|SCnc|Urine,0
32022-6,Hydroxyproline Free [Moles/volume] in 24 hour Urine,Hydroxyproline Free [Moles/volume] in 24 hour Urine,1,Laboratory,Hydroxyproline.free|SCnc|Urine,0
32183-6,Hydroxyproline Free [Moles/volume] in Urine,Hydroxyproline Free [Moles/volume] in Urine,1,Laboratory,Hydroxyproline.free|SCnc|Urine,0
59383-0,Hydroxyproline/Creatinine [Mass Ratio] in 2 hour Urine,Hydroxyproline/Creatinine [Mass Ratio] in 2 hour Urine,1,Laboratory,Hydroxyproline/Creatinine|MRto|Urine,0
44386-1,Hydroxyproline/Creatinine [Mass Ratio] in 24 hour Urine,Hydroxyproline/Creatinine [Mass Ratio] in 24 hour Urine,1,Laboratory,Hydroxyproline/Creatinine|MRto|Urine,0
13763-8,Hydroxyproline/Creatinine [Mass Ratio] in Urine,Hydroxyproline/Creatinine [Mass Ratio] in Urine,1,Laboratory,Hydroxyproline/Creatinine|MRto|Urine,0
56939-2,Hydroxyproline/Creatinine [Ratio] in 24 hour Urine,Hydroxyproline/Creatinine [Ratio] in 24 hour Urine,1,Laboratory,Hydroxyproline/Creatinine|Ratio|Urine,0
28601-3,Hydroxyproline/Creatinine [Ratio] in Urine,Hydroxyproline/Creatinine [Ratio] in Urine,1,Laboratory,Hydroxyproline/Creatinine|Ratio|Urine,0
13996-4,Hydroxyproline/Creatinine [Molar ratio] in 24 hour Urine,Hydroxyproline/Creatinine [Molar ratio] in 24 hour Urine,1,Laboratory,Hydroxyproline/Creatinine|SRto|Urine,0
25110-8,Hydroxyproline/Creatinine [Molar ratio] in Urine,Hydroxyproline/Creatinine [Molar ratio] in Urine,1,Laboratory,Hydroxyproline/Creatinine|SRto|Urine,0
11049-4,Deprecated Hydroxyproline [Mass/volume] in Urine,Deprecated Hydroxyproline [Mass/volume] in Urine,1,Laboratory,Hydroxyproline|MCnc|Urine,0
12720-9,Hydroxyproline [Mass/volume] in 2 hour Urine,Hydroxyproline [Mass/volume] in 2 hour Urine,1,Laboratory,Hydroxyproline|MCnc|Urine,0
59392-1,Hydroxyproline [Mass/volume] in 24 hour Urine,Hydroxyproline [Mass/volume] in 24 hour Urine,1,Laboratory,Hydroxyproline|MCnc|Urine,0
2451-3,Hydroxyproline [Mass/volume] in Urine,Hydroxyproline [Mass/volume] in Urine,1,Laboratory,Hydroxyproline|MCnc|Urine,0
6710-8,Deprecated Hydroxyproline [Mass/time] in 24 hour Urine,Deprecated Hydroxyproline [Mass/time] in 24 hour Urine,1,Laboratory,Hydroxyproline|MRat|Urine,0
2447-1,Hydroxyproline [Mass/time] in 24 hour Urine,Hydroxyproline [Mass/time] in 24 hour Urine,1,Laboratory,Hydroxyproline|MRat|Urine,0
26810-2,Hydroxyproline [Presence] in 24 hour Urine,Hydroxyproline [Presence] in 24 hour Urine,1,Laboratory,Hydroxyproline|PrThr|Urine,0
17001-9,Hydroxyproline [Presence] in Urine,Hydroxyproline [Presence] in Urine,1,Laboratory,Hydroxyproline|PrThr|Urine,0
25934-1,Hydroxyproline [Moles/volume] in 24 hour Urine,Hydroxyproline [Moles/volume] in 24 hour Urine,1,Laboratory,Hydroxyproline|SCnc|Urine,0
26740-1,Hydroxyproline [Moles/volume] in Urine,Hydroxyproline [Moles/volume] in Urine,1,Laboratory,Hydroxyproline|SCnc|Urine,0
59690-8,Hydroxytriazolam [Mass/volume] in Blood,Hydroxytriazolam [Mass/volume] in Blood,1,Laboratory,Hydroxytriazolam|MCnc|Pt|ANYBldSerPlas,0
32649-6,Hydroxytriazolam [Mass/volume] in Serum or Plasma,Hydroxytriazolam [Mass/volume] in Serum or Plasma,1,Laboratory,Hydroxytriazolam|MCnc|Pt|ANYBldSerPlas,0
60087-4,Hyoscyamine [Mass/volume] in Blood,Hyoscyamine [Mass/volume] in Blood,1,Laboratory,Hyoscyamine|MCnc|Pt|ANYBldSerPlas,0
11241-7,Hyoscyamine [Mass/volume] in Serum or Plasma,Hyoscyamine [Mass/volume] in Serum or Plasma,1,Laboratory,Hyoscyamine|MCnc|Pt|ANYBldSerPlas,0
44584-1,IgA Ab [Presence] in Serum or Plasma,IgA Ab [Presence] in Serum or Plasma,1,Laboratory,IgA Ab|PrThr|Pt|ANYBldSerPlas,0
44583-3,IgA Ab [Presence] in Serum or Plasma by Hemagglutination inhibition,IgA Ab [Presence] in Serum or Plasma by Hemagglutination inhibition,1,Laboratory,IgA Ab|PrThr|Pt|ANYBldSerPlas,0
27019-9,IgA.monoclonal [Presence] in Serum,IgA.monoclonal [Presence] in Serum,1,Laboratory,IgA.monoclonal|PrThr|Pt|ANYBldSerPlas,0
55901-3,IgA.monoclonal [Presence] in Serum by Immunoelectrophoresis,IgA.monoclonal [Presence] in Serum by Immunoelectrophoresis,1,Laboratory,IgA.monoclonal|PrThr|Pt|ANYBldSerPlas,0
44587-4,IgA.monoclonal [Presence] in Serum by Immunofixation,IgA.monoclonal [Presence] in Serum by Immunofixation,1,Laboratory,IgA.monoclonal|PrThr|Pt|ANYBldSerPlas,0
55902-1,IgA [Mass/volume] in Serum by Electrophoresis,IgA [Mass/volume] in Serum by Electrophoresis,1,Laboratory,IgA|MCnc|Pt|ANYBldSerPlas,0
2458-8,IgA [Mass/volume] in Serum or Plasma,IgA [Mass/volume] in Serum or Plasma,1,Laboratory,IgA|MCnc|Pt|ANYBldSerPlas,0
26871-4,IgA [Mass/volume] in 24 hour Urine,IgA [Mass/volume] in 24 hour Urine,1,Laboratory,IgA|MCnc|Urine,0
56121-7,IgA [Mass/volume] in Urine,IgA [Mass/volume] in Urine,1,Laboratory,IgA|MCnc|Urine,0
6778-5,IgA [Mass/volume] in Urine by Electrophoresis,IgA [Mass/volume] in Urine by Electrophoresis,1,Laboratory,IgA|MCnc|Urine,0
6779-3,IgA [Mass/volume] in Urine by Immunoassay,IgA [Mass/volume] in Urine by Immunoassay,1,Laboratory,IgA|MCnc|Urine,0
44389-5,IgA [Presence] in Serum,IgA [Presence] in Serum,1,Laboratory,IgA|PrThr|Pt|ANYBldSerPlas,0
15182-9,IgA [Presence] in Serum by Immunoelectrophoresis,IgA [Presence] in Serum by Immunoelectrophoresis,1,Laboratory,IgA|PrThr|Pt|ANYBldSerPlas,0
18299-8,IgA [Presence] in Serum by Immunofixation,IgA [Presence] in Serum by Immunofixation,1,Laboratory,IgA|PrThr|Pt|ANYBldSerPlas,0
30140-8,IgA [Presence] in 24 hour Urine by Immunoelectrophoresis,IgA [Presence] in 24 hour Urine by Immunoelectrophoresis,1,Laboratory,IgA|PrThr|Urine,0
44388-7,IgA [Presence] in 24 hour Urine by Immunofixation,IgA [Presence] in 24 hour Urine by Immunofixation,1,Laboratory,IgA|PrThr|Urine,0
25444-1,IgA [Presence] in Urine by Immunoelectrophoresis,IgA [Presence] in Urine by Immunoelectrophoresis,1,Laboratory,IgA|PrThr|Urine,0
18300-4,IgA [Presence] in Urine by Immunofixation,IgA [Presence] in Urine by Immunofixation,1,Laboratory,IgA|PrThr|Urine,0
44592-4,IgD [Presence] in Serum,IgD [Presence] in Serum,1,Laboratory,IgD|PrThr|Pt|ANYBldSerPlas,0
30081-4,IgD [Presence] in Serum by Immunofixation,IgD [Presence] in Serum by Immunofixation,1,Laboratory,IgD|PrThr|Pt|ANYBldSerPlas,0
19113-0,IgE [Units/volume] in Serum or Plasma,IgE [Units/volume] in Serum or Plasma,1,Laboratory,IgE|ACnc|Pt|ANYBldSerPlas,0
83102-4,IgE [Units/volume] in Serum or Plasma by Immunoassay,IgE [Units/volume] in Serum or Plasma by Immunoassay,1,Laboratory,IgE|ACnc|Pt|ANYBldSerPlas,0
2462-0,IgE [Mass/volume] in Serum,IgE [Mass/volume] in Serum,1,Laboratory,IgE|MCnc|Pt|ANYBldSerPlas,0
76488-6,IgE [Mass/volume] in Serum or Plasma by Immunoassay,IgE [Mass/volume] in Serum or Plasma by Immunoassay,1,Laboratory,IgE|MCnc|Pt|ANYBldSerPlas,0
44594-0,IgE [Presence] in Serum,IgE [Presence] in Serum,1,Laboratory,IgE|PrThr|Pt|ANYBldSerPlas,0
30082-2,IgE [Presence] in Serum by Immunofixation,IgE [Presence] in Serum by Immunofixation,1,Laboratory,IgE|PrThr|Pt|ANYBldSerPlas,0
27018-1,IgG.monoclonal [Presence] in Serum,IgG.monoclonal [Presence] in Serum,1,Laboratory,IgG.monoclonal|PrThr|Pt|ANYBldSerPlas,0
55921-1,IgG.monoclonal [Presence] in Serum by Immunoelectrophoresis,IgG.monoclonal [Presence] in Serum by Immunoelectrophoresis,1,Laboratory,IgG.monoclonal|PrThr|Pt|ANYBldSerPlas,0
44597-3,IgG.monoclonal [Presence] in Serum by Immunofixation,IgG.monoclonal [Presence] in Serum by Immunofixation,1,Laboratory,IgG.monoclonal|PrThr|Pt|ANYBldSerPlas,0
55922-9,IgG [Mass/volume] in Serum by Electrophoresis,IgG [Mass/volume] in Serum by Electrophoresis,1,Laboratory,IgG|MCnc|Pt|ANYBldSerPlas,0
55974-0,IgG [Mass/volume] in Serum by Immune diffusion (ID),IgG [Mass/volume] in Serum by Immune diffusion (ID),1,Laboratory,IgG|MCnc|Pt|ANYBldSerPlas,0
2465-3,IgG [Mass/volume] in Serum or Plasma,IgG [Mass/volume] in Serum or Plasma,1,Laboratory,IgG|MCnc|Pt|ANYBldSerPlas,0
47083-1,IgG [Mass/volume] in 24 hour Urine,IgG [Mass/volume] in 24 hour Urine,1,Laboratory,IgG|MCnc|Urine,0
33415-1,IgG [Mass/volume] in Urine,IgG [Mass/volume] in Urine,1,Laboratory,IgG|MCnc|Urine,0
6780-1,IgG [Mass/volume] in Urine by Electrophoresis,IgG [Mass/volume] in Urine by Electrophoresis,1,Laboratory,IgG|MCnc|Urine,0
6781-9,IgG [Mass/volume] in Urine by Immunoassay,IgG [Mass/volume] in Urine by Immunoassay,1,Laboratory,IgG|MCnc|Urine,0
17007-6,IgG [Presence] in Serum,IgG [Presence] in Serum,1,Laboratory,IgG|PrThr|Pt|ANYBldSerPlas,0
15184-5,IgG [Presence] in Serum by Immunoelectrophoresis,IgG [Presence] in Serum by Immunoelectrophoresis,1,Laboratory,IgG|PrThr|Pt|ANYBldSerPlas,0
18301-2,IgG [Presence] in Serum by Immunofixation,IgG [Presence] in Serum by Immunofixation,1,Laboratory,IgG|PrThr|Pt|ANYBldSerPlas,0
30141-6,IgG [Presence] in 24 hour Urine by Immunoelectrophoresis,IgG [Presence] in 24 hour Urine by Immunoelectrophoresis,1,Laboratory,IgG|PrThr|Urine,0
44595-7,IgG [Presence] in 24 hour Urine by Immunofixation,IgG [Presence] in 24 hour Urine by Immunofixation,1,Laboratory,IgG|PrThr|Urine,0
25445-8,IgG [Presence] in Urine by Immunoelectrophoresis,IgG [Presence] in Urine by Immunoelectrophoresis,1,Laboratory,IgG|PrThr|Urine,0
18302-0,IgG [Presence] in Urine by Immunofixation,IgG [Presence] in Urine by Immunofixation,1,Laboratory,IgG|PrThr|Urine,0
27020-7,IgM.monoclonal [Presence] in Serum,IgM.monoclonal [Presence] in Serum,1,Laboratory,IgM.monoclonal|PrThr|Pt|ANYBldSerPlas,0
55924-5,IgM.monoclonal [Presence] in Serum by Immunoelectrophoresis,IgM.monoclonal [Presence] in Serum by Immunoelectrophoresis,1,Laboratory,IgM.monoclonal|PrThr|Pt|ANYBldSerPlas,0
44601-3,IgM.monoclonal [Presence] in Serum by Immunofixation,IgM.monoclonal [Presence] in Serum by Immunofixation,1,Laboratory,IgM.monoclonal|PrThr|Pt|ANYBldSerPlas,0
55925-2,IgM [Mass/volume] in Serum by Electrophoresis,IgM [Mass/volume] in Serum by Electrophoresis,1,Laboratory,IgM|MCnc|Pt|ANYBldSerPlas,0
2472-9,IgM [Mass/volume] in Serum or Plasma,IgM [Mass/volume] in Serum or Plasma,1,Laboratory,IgM|MCnc|Pt|ANYBldSerPlas,0
26958-9,IgM [Mass/volume] in 24 hour Urine,IgM [Mass/volume] in 24 hour Urine,1,Laboratory,IgM|MCnc|Urine,0
56123-3,IgM [Mass/volume] in Urine,IgM [Mass/volume] in Urine,1,Laboratory,IgM|MCnc|Urine,0
6783-5,IgM [Mass/volume] in Urine by Electrophoresis,IgM [Mass/volume] in Urine by Electrophoresis,1,Laboratory,IgM|MCnc|Urine,0
6784-3,IgM [Mass/volume] in Urine by Immunoassay,IgM [Mass/volume] in Urine by Immunoassay,1,Laboratory,IgM|MCnc|Urine,0
17009-2,IgM [Presence] in Serum,IgM [Presence] in Serum,1,Laboratory,IgM|PrThr|Pt|ANYBldSerPlas,0
15186-0,IgM [Presence] in Serum by Immunoelectrophoresis,IgM [Presence] in Serum by Immunoelectrophoresis,1,Laboratory,IgM|PrThr|Pt|ANYBldSerPlas,0
18303-8,IgM [Presence] in Serum by Immunofixation,IgM [Presence] in Serum by Immunofixation,1,Laboratory,IgM|PrThr|Pt|ANYBldSerPlas,0
30142-4,IgM [Presence] in 24 hour Urine by Immunoelectrophoresis,IgM [Presence] in 24 hour Urine by Immunoelectrophoresis,1,Laboratory,IgM|PrThr|Urine,0
44600-5,IgM [Presence] in 24 hour Urine by Immunofixation,IgM [Presence] in 24 hour Urine by Immunofixation,1,Laboratory,IgM|PrThr|Urine,0
25446-6,IgM [Presence] in Urine by Immunoelectrophoresis,IgM [Presence] in Urine by Immunoelectrophoresis,1,Laboratory,IgM|PrThr|Urine,0
18304-6,IgM [Presence] in Urine by Immunofixation,IgM [Presence] in Urine by Immunofixation,1,Laboratory,IgM|PrThr|Urine,0
59289-9,Iloperidone [Mass/volume] in Blood,Iloperidone [Mass/volume] in Blood,1,Laboratory,Iloperidone|MCnc|Pt|ANYBldSerPlas,0
59290-7,Iloperidone [Mass/volume] in Serum or Plasma,Iloperidone [Mass/volume] in Serum or Plasma,1,Laboratory,Iloperidone|MCnc|Pt|ANYBldSerPlas,0
33954-9,Immune complex.IgG [Mass/volume] in Serum or Plasma,Immune complex.IgG [Mass/volume] in Serum or Plasma,1,Laboratory,Immune complex.IgG|MCnc|Pt|ANYBldSerPlas,0
48419-6,Immune complex.IgG [Mass/volume] in Serum or Plasma by C1q binding assay,Immune complex.IgG [Mass/volume] in Serum or Plasma by C1q binding assay,1,Laboratory,Immune complex.IgG|MCnc|Pt|ANYBldSerPlas,0
13630-9,Deprecated Immune complex [Units/volume] in Serum or Plasma by Conglutinin assay,Deprecated Immune complex [Units/volume] in Serum or Plasma by Conglutinin assay,1,Laboratory,Immune complex|ACnc|Pt|ANYBldSerPlas,0
5228-2,Immune complex [Units/volume] in Serum or Plasma,Immune complex [Units/volume] in Serum or Plasma,1,Laboratory,Immune complex|ACnc|Pt|ANYBldSerPlas,0
27831-7,Immune complex [Units/volume] in Serum or Plasma by C1q binding assay,Immune complex [Units/volume] in Serum or Plasma by C1q binding assay,1,Laboratory,Immune complex|ACnc|Pt|ANYBldSerPlas,0
14275-2,Immune complex [Units/volume] in Serum or Plasma by C3b binding assay,Immune complex [Units/volume] in Serum or Plasma by C3b binding assay,1,Laboratory,Immune complex|ACnc|Pt|ANYBldSerPlas,0
45158-3,Immune complex [Units/volume] in Serum or Plasma by C3d binding assay,Immune complex [Units/volume] in Serum or Plasma by C3d binding assay,1,Laboratory,Immune complex|ACnc|Pt|ANYBldSerPlas,0
13170-6,Immune complex [Units/volume] in Serum or Plasma by Conglutinin assay,Immune complex [Units/volume] in Serum or Plasma by Conglutinin assay,1,Laboratory,Immune complex|ACnc|Pt|ANYBldSerPlas,0
13171-4,Immune complex [Units/volume] in Serum or Plasma by Polyethylene glycol (PEG) assay,Immune complex [Units/volume] in Serum or Plasma by Polyethylene glycol (PEG) assay,1,Laboratory,Immune complex|ACnc|Pt|ANYBldSerPlas,0
10864-7,Immune complex [Units/volume] in Serum or Plasma by Raji cell assay,Immune complex [Units/volume] in Serum or Plasma by Raji cell assay,1,Laboratory,Immune complex|ACnc|Pt|ANYBldSerPlas,0
33902-8,Deprecated Immune complex [Units/volume] in Serum or Plasma by Raji cell assay,Deprecated Immune complex [Units/volume] in Serum or Plasma by Raji cell assay,1,Laboratory,Immune complex|MCnc|Pt|ANYBldSerPlas,0
49778-4,Immune complex [Mass/volume] in Serum or Plasma,Immune complex [Mass/volume] in Serum or Plasma,1,Laboratory,Immune complex|MCnc|Pt|ANYBldSerPlas,0
52971-9,Immune complex [Mass/volume] in Serum or Plasma by Immunoassay,Immune complex [Mass/volume] in Serum or Plasma by Immunoassay,1,Laboratory,Immune complex|MCnc|Pt|ANYBldSerPlas,0
13631-7,Immune complex [Mass/volume] in Serum or Plasma by Polyethylene glycol (PEG) assay,Immune complex [Mass/volume] in Serum or Plasma by Polyethylene glycol (PEG) assay,1,Laboratory,Immune complex|MCnc|Pt|ANYBldSerPlas,0
44393-7,Immune complex [Presence] in Serum or Plasma,Immune complex [Presence] in Serum or Plasma,1,Laboratory,Immune complex|PrThr|Pt|ANYBldSerPlas,0
44391-1,Immune complex [Presence] in Serum or Plasma by C1q binding assay,Immune complex [Presence] in Serum or Plasma by C1q binding assay,1,Laboratory,Immune complex|PrThr|Pt|ANYBldSerPlas,0
44392-9,Immune complex [Presence] in Serum or Plasma by Raji cell assay,Immune complex [Presence] in Serum or Plasma by Raji cell assay,1,Laboratory,Immune complex|PrThr|Pt|ANYBldSerPlas,0
34672-6,Immunoelectrophoresis panel - 24 hour Urine,Immunoelectrophoresis panel - 24 hour Urine,1,Laboratory,Immunoelectrophoresis panel|-|Urine,0
29585-7,Immunoelectrophoresis panel - Urine,Immunoelectrophoresis panel - Urine,1,Laboratory,Immunoelectrophoresis panel|-|Urine,0
43110-6,Immunoglobulin light chains panel - 24 hour Urine,Immunoglobulin light chains panel - 24 hour Urine,1,Laboratory,Immunoglobulin light chains panel|-|Urine,0
